VentaID;Fecha;NroFactura;ClienteID;VendedorID;SucursalID;CanalVenta;MedioPago;EstadoVenta
VTA005568;16/06/2025;FAC-2025-005568;CLI0297;VEN15;SUC03;Local;Tarjeta Crédito;Completada
VTA005569;16/01/2025;FAC-2025-005569;CLI0504;VEN03;SUC03;Venta Telefónica;Tarjeta Débito;Completada
VTA005570;23/01/2026;FAC-2026-005570;CLI0542;VEN04;SUC04;Web;Financiación Propia;Completada
VTA005571;04/12/2025;FAC-2025-005571;CLI0092;VEN15;SUC03;Local;Efectivo;Completada
VTA005572;24/04/2026;FAC-2026-005572;CLI0560;VEN03;SUC03;Venta Telefónica;Efectivo;Completada
VTA005573;27/12/2025;FAC-2025-005573;CLI0196;VEN01;SUC01;WhatsApp;Tarjeta Débito;Completada
VTA005574;14/12/2025;FAC-2025-005574;CLI0330;VEN09;SUC03;Web;Financiación Propia;Completada
VTA005575;31/01/2025;FAC-2025-005575;CLI0001;VEN13;SUC01;Local;Financiación Propia;Completada
VTA005576;13/05/2025;FAC-2025-005576;CLI0597;VEN02;SUC02;Web;Financiación Propia;Completada
VTA005577;09/06/2026;FAC-2026-005577;CLI0151;VEN18;SUC06;WhatsApp;Transferencia;Completada
VTA005578;11/01/2026;FAC-2026-005578;CLI0445;VEN08;SUC02;Marketplace;Tarjeta Débito;Completada
VTA005579;11/06/2026;FAC-2026-005579;CLI0004;VEN05;SUC05;Marketplace;Financiación Propia;Completada
VTA005580;17/08/2025;FAC-2025-005580;CLI0430;VEN08;SUC02;Web;Tarjeta Crédito;Completada
VTA005581;04/10/2025;FAC-2025-005581;CLI0022;VEN17;SUC05;Marketplace;Efectivo;Completada
VTA005582;21/05/2026;FAC-2026-005582;CLI0234;VEN03;SUC03;Venta Telefónica;Financiación Propia;Completada
VTA005583;25/06/2025;FAC-2025-005583;CLI0492;VEN16;SUC04;Venta Telefónica;Tarjeta Débito;Completada
VTA005584;22/05/2025;FAC-2025-005584;CLI0008;VEN14;SUC02;Venta Telefónica;Tarjeta Crédito;Completada
VTA005585;17/05/2026;FAC-2026-005585;CLI0048;VEN09;SUC03;Local;Efectivo;Completada
VTA005586;30/03/2026;FAC-2026-005586;CLI0588;VEN05;SUC05;Venta Telefónica;Efectivo;Completada
VTA005587;08/10/2025;FAC-2025-005587;CLI0191;VEN03;SUC03;Marketplace;Tarjeta Débito;Completada
VTA005588;10/06/2025;FAC-2025-005588;CLI0206;VEN14;SUC02;WhatsApp;Tarjeta Crédito;Completada
VTA005589;14/12/2025;FAC-2025-005589;CLI0549;VEN18;SUC06;Local;Financiación Propia;Completada
VTA005590;09/06/2025;FAC-2025-005590;CLI0466;VEN12;SUC06;Marketplace;Financiación Propia;Completada
VTA005591;14/11/2025;FAC-2025-005591;CLI0434;VEN09;SUC03;WhatsApp;Tarjeta Crédito;Completada
VTA005592;20/05/2026;FAC-2026-005592;CLI0188;VEN04;SUC04;Web;Financiación Propia;Completada
VTA005593;09/04/2026;FAC-2026-005593;CLI0161;VEN07;SUC01;Local;Tarjeta Crédito;Completada
VTA005594;26/06/2025;FAC-2025-005594;CLI0462;VEN12;SUC06;Local;Transferencia;Completada
VTA005595;05/04/2025;FAC-2025-005595;CLI0405;VEN07;SUC01;Marketplace;Efectivo;Completada
VTA005596;23/04/2026;FAC-2026-005596;CLI0522;VEN04;SUC04;Venta Telefónica;Tarjeta Crédito;Completada
VTA005597;16/05/2025;FAC-2025-005597;CLI0221;VEN14;SUC02;Marketplace;Transferencia;Completada
VTA005598;13/11/2025;FAC-2025-005598;CLI0436;VEN03;SUC03;Venta Telefónica;Transferencia;Pendiente
VTA005599;10/07/2025;FAC-2025-005599;CLI0274;VEN15;SUC03;Marketplace;Tarjeta Débito;Completada
VTA005600;18/09/2025;FAC-2025-005600;CLI0575;VEN09;SUC03;Venta Telefónica;Efectivo;Completada
VTA005601;18/01/2025;FAC-2025-005601;CLI0402;VEN10;SUC04;Local;Transferencia;Completada
VTA005602;19/04/2025;FAC-2025-005602;CLI0555;VEN03;SUC03;Marketplace;Transferencia;Completada
VTA005603;04/07/2025;FAC-2025-005603;CLI0445;VEN17;SUC05;Web;Tarjeta Crédito;Completada
VTA005604;20/06/2025;FAC-2025-005604;CLI0344;VEN14;SUC02;Web;Transferencia;Completada
VTA005605;30/12/2025;FAC-2025-005605;CLI0291;VEN09;SUC03;Venta Telefónica;Tarjeta Débito;Completada
VTA005606;04/06/2025;FAC-2025-005606;CLI0231;VEN14;SUC02;Venta Telefónica;Transferencia;Completada
VTA005607;01/07/2025;FAC-2025-005607;CLI0145;VEN15;SUC03;Local;Efectivo;Completada
VTA005608;19/07/2026;FAC-2026-005608;CLI0059;VEN16;SUC04;Marketplace;Tarjeta Crédito;Cancelada
VTA005609;16/09/2025;FAC-2025-005609;CLI0523;VEN09;SUC03;Local;Financiación Propia;Completada
VTA005610;20/03/2025;FAC-2025-005610;CLI0436;VEN07;SUC01;Venta Telefónica;Efectivo;Completada
VTA005611;13/06/2025;FAC-2025-005611;CLI0184;VEN18;SUC06;WhatsApp;Transferencia;Completada
VTA005612;22/07/2026;FAC-2026-005612;CLI0481;VEN07;SUC01;Marketplace;Tarjeta Débito;Completada
VTA005613;25/06/2026;FAC-2026-005613;CLI0427;VEN02;SUC02;Venta Telefónica;Tarjeta Débito;Completada
VTA005614;02/07/2025;FAC-2025-005614;CLI0598;VEN18;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA005615;28/12/2025;FAC-2025-005615;CLI0157;VEN06;SUC06;Marketplace;Efectivo;Completada
VTA005616;27/06/2026;FAC-2026-005616;CLI0506;VEN10;SUC04;Web;Transferencia;Completada
VTA005617;20/09/2025;FAC-2025-005617;CLI0092;VEN10;SUC04;Venta Telefónica;Transferencia;Completada
VTA005618;28/04/2026;FAC-2026-005618;CLI0223;VEN14;SUC02;WhatsApp;Tarjeta Débito;Completada
VTA005619;08/01/2026;FAC-2026-005619;CLI0272;VEN07;SUC01;Venta Telefónica;Transferencia;Completada
VTA005620;21/07/2026;FAC-2026-005620;CLI0391;VEN18;SUC06;Web;Financiación Propia;Completada
VTA005621;07/05/2026;FAC-2026-005621;CLI0292;VEN04;SUC04;Web;Financiación Propia;Completada
VTA005622;25/06/2026;FAC-2026-005622;CLI0416;VEN16;SUC04;Local;Transferencia;Completada
VTA005623;11/04/2026;FAC-2026-005623;CLI0467;VEN06;SUC06;Web;Financiación Propia;Completada
VTA005624;10/05/2026;FAC-2026-005624;CLI0593;VEN09;SUC03;WhatsApp;Transferencia;Completada
VTA005625;25/04/2026;FAC-2026-005625;CLI0489;VEN15;SUC03;Marketplace;Tarjeta Crédito;Completada
VTA005626;17/07/2025;FAC-2025-005626;CLI0524;VEN08;SUC02;WhatsApp;Efectivo;Completada
VTA005627;10/07/2025;FAC-2025-005627;CLI0155;VEN10;SUC04;Web;Tarjeta Débito;Completada
VTA005628;09/04/2026;FAC-2026-005628;CLI0159;VEN14;SUC02;Web;Tarjeta Débito;Completada
VTA005629;12/01/2026;FAC-2026-005629;CLI0004;VEN13;SUC01;Marketplace;Transferencia;Completada
VTA005630;19/06/2026;FAC-2026-005630;CLI0179;VEN04;SUC04;Local;Financiación Propia;Completada
VTA005631;18/05/2026;FAC-2026-005631;CLI0033;VEN17;SUC05;Web;Tarjeta Débito;Completada
VTA005632;29/07/2025;FAC-2025-005632;CLI0343;VEN02;SUC02;Web;Financiación Propia;Completada
VTA005633;23/05/2025;FAC-2025-005633;CLI0114;VEN17;SUC05;Web;Tarjeta Débito;Completada
VTA005634;07/07/2026;FAC-2026-005634;CLI0251;VEN07;SUC01;Local;Financiación Propia;Completada
VTA005635;11/02/2026;FAC-2026-005635;CLI0298;VEN04;SUC04;WhatsApp;Financiación Propia;Completada
VTA005636;29/01/2025;FAC-2025-005636;CLI0496;VEN08;SUC02;Marketplace;Financiación Propia;Completada
VTA005637;05/08/2025;FAC-2025-005637;CLI0009;VEN11;SUC05;Web;Tarjeta Débito;Completada
VTA005638;29/05/2025;FAC-2025-005638;CLI0594;VEN12;SUC06;Web;Transferencia;Completada
VTA005639;11/05/2026;FAC-2026-005639;CLI0334;VEN04;SUC04;Marketplace;Tarjeta Crédito;Completada
VTA005640;18/09/2025;FAC-2025-005640;CLI0431;VEN01;SUC01;Marketplace;Financiación Propia;Cancelada
VTA005641;22/03/2026;FAC-2026-005641;CLI0181;VEN09;SUC03;Web;Efectivo;Cancelada
VTA005642;12/04/2025;FAC-2025-005642;CLI0038;VEN09;SUC03;Venta Telefónica;Efectivo;Completada
VTA005643;23/02/2026;FAC-2026-005643;CLI0040;VEN13;SUC01;Marketplace;Financiación Propia;Completada
VTA005644;03/10/2025;FAC-2025-005644;CLI0474;VEN14;SUC02;Web;Transferencia;Completada
VTA005645;01/11/2025;FAC-2025-005645;CLI0557;VEN15;SUC03;Local;Transferencia;Completada
VTA005646;11/03/2025;FAC-2025-005646;CLI0373;VEN15;SUC03;Marketplace;Efectivo;Completada
VTA005647;29/11/2025;FAC-2025-005647;CLI0497;VEN01;SUC01;WhatsApp;Tarjeta Débito;Completada
VTA005648;15/01/2026;FAC-2026-005648;CLI0283;VEN08;SUC02;Marketplace;Tarjeta Crédito;Completada
VTA005649;29/08/2025;FAC-2025-005649;CLI0134;VEN08;SUC02;Local;Financiación Propia;Completada
VTA005650;15/12/2025;FAC-2025-005650;CLI0558;VEN04;SUC04;Marketplace;Financiación Propia;Completada
VTA005651;18/06/2026;FAC-2026-005651;CLI0231;VEN14;SUC02;WhatsApp;Tarjeta Crédito;Completada
VTA005652;22/05/2026;FAC-2026-005652;CLI0033;VEN08;SUC02;Local;Tarjeta Débito;Completada
VTA005653;06/05/2026;FAC-2026-005653;CLI0565;VEN07;SUC01;Web;Financiación Propia;Completada
VTA005654;19/05/2026;FAC-2026-005654;CLI0201;VEN13;SUC01;Web;Tarjeta Crédito;Completada
VTA005655;28/11/2025;FAC-2025-005655;CLI0480;VEN08;SUC02;Marketplace;Transferencia;Completada
VTA005656;03/07/2026;FAC-2026-005656;CLI0239;VEN05;SUC05;Venta Telefónica;Financiación Propia;Completada
VTA005657;26/03/2026;FAC-2026-005657;CLI0472;VEN06;SUC06;Web;Efectivo;Completada
VTA005658;20/01/2026;FAC-2026-005658;CLI0044;VEN05;SUC05;Marketplace;Tarjeta Débito;Pendiente
VTA005659;17/08/2025;FAC-2025-005659;CLI0226;VEN11;SUC05;WhatsApp;Transferencia;Completada
VTA005660;08/09/2025;FAC-2025-005660;CLI0315;VEN12;SUC06;Web;Financiación Propia;Completada
VTA005661;21/07/2025;FAC-2025-005661;CLI0584;VEN06;SUC06;Web;Financiación Propia;Completada
VTA005662;17/12/2025;FAC-2025-005662;CLI0567;VEN01;SUC01;WhatsApp;Transferencia;Completada
VTA005663;25/10/2025;FAC-2025-005663;CLI0013;VEN07;SUC01;Local;Financiación Propia;Completada
VTA005664;04/04/2026;FAC-2026-005664;CLI0190;VEN10;SUC04;Local;Tarjeta Crédito;Completada
VTA005665;08/03/2026;FAC-2026-005665;CLI0068;VEN15;SUC03;Local;Financiación Propia;Completada
VTA005666;15/08/2025;FAC-2025-005666;CLI0248;VEN05;SUC05;WhatsApp;Transferencia;Completada
VTA005667;18/01/2026;FAC-2026-005667;CLI0130;VEN18;SUC06;Venta Telefónica;Tarjeta Débito;Completada
VTA005668;27/04/2026;FAC-2026-005668;CLI0446;VEN01;SUC01;WhatsApp;Efectivo;Completada
VTA005669;16/02/2026;FAC-2026-005669;CLI0600;VEN12;SUC06;Local;Tarjeta Crédito;Completada
VTA005670;06/02/2026;FAC-2026-005670;CLI0105;VEN04;SUC04;WhatsApp;Tarjeta Crédito;Completada
VTA005671;17/07/2026;FAC-2026-005671;CLI0172;VEN02;SUC02;Web;Tarjeta Crédito;Completada
VTA005672;24/05/2025;FAC-2025-005672;CLI0591;VEN03;SUC03;WhatsApp;Financiación Propia;Completada
VTA005673;02/02/2026;FAC-2026-005673;CLI0531;VEN16;SUC04;WhatsApp;Efectivo;Completada
VTA005674;22/04/2026;FAC-2026-005674;CLI0542;VEN01;SUC01;Venta Telefónica;Tarjeta Crédito;Completada
VTA005675;10/01/2025;FAC-2025-005675;CLI0228;VEN17;SUC05;Local;Tarjeta Crédito;Completada
VTA005676;16/12/2025;FAC-2025-005676;CLI0011;VEN18;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA005677;28/07/2026;FAC-2026-005677;CLI0589;VEN01;SUC01;Local;Tarjeta Débito;Completada
VTA005678;17/11/2025;FAC-2025-005678;CLI0126;VEN05;SUC05;WhatsApp;Financiación Propia;Completada
VTA005679;29/10/2025;FAC-2025-005679;CLI0294;VEN18;SUC06;WhatsApp;Efectivo;Completada
VTA005680;03/06/2025;FAC-2025-005680;CLI0091;VEN18;SUC06;WhatsApp;Tarjeta Crédito;Completada
VTA005681;01/04/2025;FAC-2025-005681;CLI0174;VEN11;SUC05;Marketplace;Efectivo;Completada
VTA005682;23/04/2025;FAC-2025-005682;CLI0195;VEN18;SUC06;Local;Efectivo;Completada
VTA005683;03/05/2025;FAC-2025-005683;CLI0081;VEN04;SUC04;Marketplace;Transferencia;Completada
VTA005684;02/04/2025;FAC-2025-005684;CLI0539;VEN14;SUC02;WhatsApp;Tarjeta Crédito;Completada
VTA005685;18/07/2026;FAC-2026-005685;CLI0598;VEN13;SUC01;Marketplace;Transferencia;Completada
VTA005686;16/04/2026;FAC-2026-005686;CLI0540;VEN04;SUC04;Local;Efectivo;Completada
VTA005687;02/03/2026;FAC-2026-005687;CLI0216;VEN02;SUC02;Web;Transferencia;Completada
VTA005688;10/10/2025;FAC-2025-005688;CLI0025;VEN08;SUC02;WhatsApp;Tarjeta Débito;Completada
VTA005689;07/02/2026;FAC-2026-005689;CLI0261;VEN18;SUC06;Local;Efectivo;Completada
VTA005690;27/05/2026;FAC-2026-005690;CLI0361;VEN01;SUC01;WhatsApp;Tarjeta Débito;Completada
VTA005691;03/03/2025;FAC-2025-005691;CLI0299;VEN18;SUC06;Marketplace;Tarjeta Crédito;Completada
VTA005692;28/07/2026;FAC-2026-005692;CLI0583;VEN12;SUC06;Marketplace;Transferencia;Completada
VTA005693;03/04/2025;FAC-2025-005693;CLI0384;VEN08;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA005694;26/08/2025;FAC-2025-005694;CLI0171;VEN16;SUC04;WhatsApp;Efectivo;Completada
VTA005695;01/05/2026;FAC-2026-005695;CLI0431;VEN03;SUC03;WhatsApp;Tarjeta Débito;Completada
VTA005696;28/11/2025;FAC-2025-005696;CLI0314;VEN07;SUC01;Marketplace;Tarjeta Débito;Completada
VTA005697;09/10/2025;FAC-2025-005697;CLI0272;VEN02;SUC02;Local;Tarjeta Crédito;Completada
VTA005698;26/04/2025;FAC-2025-005698;CLI0547;VEN18;SUC06;WhatsApp;Transferencia;Completada
VTA005699;28/09/2025;FAC-2025-005699;CLI0375;VEN14;SUC02;WhatsApp;Tarjeta Débito;Completada
VTA005700;13/04/2026;FAC-2026-005700;CLI0335;VEN05;SUC05;Web;Financiación Propia;Completada
VTA005701;29/01/2025;FAC-2025-005701;CLI0477;VEN15;SUC03;Local;Efectivo;Pendiente
VTA005702;28/03/2025;FAC-2025-005702;CLI0238;VEN18;SUC06;Venta Telefónica;Efectivo;Completada
VTA005703;30/04/2026;FAC-2026-005703;CLI0331;VEN06;SUC06;Venta Telefónica;Financiación Propia;Completada
VTA005704;26/02/2025;FAC-2025-005704;CLI0178;VEN02;SUC02;Web;Transferencia;Completada
VTA005705;21/07/2026;FAC-2026-005705;CLI0561;VEN05;SUC05;Local;Tarjeta Crédito;Completada
VTA005706;10/02/2026;FAC-2026-005706;CLI0213;VEN05;SUC05;WhatsApp;Transferencia;Completada
VTA005707;23/08/2025;FAC-2025-005707;CLI0164;VEN05;SUC05;Venta Telefónica;Transferencia;Completada
VTA005708;25/04/2026;FAC-2026-005708;CLI0394;VEN04;SUC04;Web;Tarjeta Crédito;Completada
VTA005709;07/06/2026;FAC-2026-005709;CLI0110;VEN12;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA005710;24/04/2026;FAC-2026-005710;CLI0113;VEN06;SUC06;Web;Tarjeta Débito;Completada
VTA005711;31/05/2026;FAC-2026-005711;CLI0332;VEN14;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA005712;25/04/2025;FAC-2025-005712;CLI0196;VEN16;SUC04;Venta Telefónica;Tarjeta Crédito;Completada
VTA005713;22/06/2025;FAC-2025-005713;CLI0136;VEN08;SUC02;Web;Tarjeta Crédito;Completada
VTA005714;15/04/2026;FAC-2026-005714;CLI0058;VEN13;SUC01;Venta Telefónica;Transferencia;Completada
VTA005715;22/01/2025;FAC-2025-005715;CLI0403;VEN09;SUC03;Marketplace;Tarjeta Crédito;Completada
VTA005716;22/08/2025;FAC-2025-005716;CLI0521;VEN05;SUC05;Local;Financiación Propia;Completada
VTA005717;16/02/2026;FAC-2026-005717;CLI0399;VEN02;SUC02;Web;Tarjeta Crédito;Completada
VTA005718;27/01/2025;FAC-2025-005718;CLI0302;VEN03;SUC03;Venta Telefónica;Tarjeta Débito;Completada
VTA005719;26/01/2026;FAC-2026-005719;CLI0098;VEN14;SUC02;WhatsApp;Financiación Propia;Completada
VTA005720;03/05/2025;FAC-2025-005720;CLI0092;VEN17;SUC05;Marketplace;Tarjeta Crédito;Completada
VTA005721;04/01/2025;FAC-2025-005721;CLI0549;VEN14;SUC02;Venta Telefónica;Financiación Propia;Completada
VTA005722;27/04/2026;FAC-2026-005722;CLI0577;VEN08;SUC02;WhatsApp;Tarjeta Débito;Completada
VTA005723;30/10/2025;FAC-2025-005723;CLI0173;VEN07;SUC01;Web;Efectivo;Completada
VTA005724;05/11/2025;FAC-2025-005724;CLI0542;VEN13;SUC01;WhatsApp;Tarjeta Débito;Completada
VTA005725;26/05/2026;FAC-2026-005725;CLI0217;VEN18;SUC06;Marketplace;Efectivo;Completada
VTA005726;17/03/2026;FAC-2026-005726;CLI0339;VEN05;SUC05;WhatsApp;Tarjeta Débito;Completada
VTA005727;29/11/2025;FAC-2025-005727;CLI0052;VEN03;SUC03;Marketplace;Transferencia;Completada
VTA005728;02/02/2026;FAC-2026-005728;CLI0030;VEN16;SUC04;WhatsApp;Efectivo;Completada
VTA005729;10/04/2025;FAC-2025-005729;CLI0485;VEN13;SUC01;Marketplace;Financiación Propia;Completada
VTA005730;13/07/2025;FAC-2025-005730;CLI0596;VEN11;SUC05;WhatsApp;Transferencia;Completada
VTA005731;09/10/2025;FAC-2025-005731;CLI0253;VEN04;SUC04;Web;Tarjeta Crédito;Completada
VTA005732;16/12/2025;FAC-2025-005732;CLI0260;VEN02;SUC02;Local;Tarjeta Crédito;Completada
VTA005733;09/12/2025;FAC-2025-005733;CLI0450;VEN03;SUC03;Web;Financiación Propia;Completada
VTA005734;20/01/2026;FAC-2026-005734;CLI0536;VEN05;SUC05;Marketplace;Tarjeta Crédito;Completada
VTA005735;16/06/2026;FAC-2026-005735;CLI0219;VEN04;SUC04;Venta Telefónica;Transferencia;Completada
VTA005736;23/07/2026;FAC-2026-005736;CLI0111;VEN11;SUC05;Local;Tarjeta Crédito;Completada
VTA005737;05/02/2026;FAC-2026-005737;CLI0587;VEN01;SUC01;Web;Tarjeta Crédito;Completada
VTA005738;25/03/2025;FAC-2025-005738;CLI0279;VEN04;SUC04;Venta Telefónica;Financiación Propia;Completada
VTA005739;30/06/2026;FAC-2026-005739;CLI0106;VEN17;SUC05;WhatsApp;Transferencia;Completada
VTA005740;11/11/2025;FAC-2025-005740;CLI0484;VEN17;SUC05;Web;Transferencia;Completada
VTA005741;07/03/2026;FAC-2026-005741;CLI0048;VEN05;SUC05;Marketplace;Financiación Propia;Completada
VTA005742;06/03/2025;FAC-2025-005742;CLI0102;VEN14;SUC02;Local;Transferencia;Completada
VTA005743;04/06/2026;FAC-2026-005743;CLI0161;VEN06;SUC06;Local;Tarjeta Débito;Completada
VTA005744;10/02/2025;FAC-2025-005744;CLI0159;VEN12;SUC06;Venta Telefónica;Financiación Propia;Completada
VTA005745;05/05/2025;FAC-2025-005745;CLI0422;VEN08;SUC02;Venta Telefónica;Transferencia;Completada
VTA005746;03/01/2025;FAC-2025-005746;CLI0231;VEN16;SUC04;Marketplace;Tarjeta Crédito;Completada
VTA005747;08/12/2025;FAC-2025-005747;CLI0041;VEN01;SUC01;Marketplace;Efectivo;Pendiente
VTA005748;31/10/2025;FAC-2025-005748;CLI0363;VEN18;SUC06;Venta Telefónica;Tarjeta Débito;Completada
VTA005749;28/01/2026;FAC-2026-005749;CLI0093;VEN15;SUC03;Web;Financiación Propia;Completada
VTA005750;05/08/2025;FAC-2025-005750;CLI0065;VEN09;SUC03;Local;Tarjeta Crédito;Completada
VTA005751;03/02/2026;FAC-2026-005751;CLI0085;VEN17;SUC05;Local;Efectivo;Completada
VTA005752;13/03/2025;FAC-2025-005752;CLI0304;VEN18;SUC06;Venta Telefónica;Financiación Propia;Completada
VTA005753;25/06/2026;FAC-2026-005753;CLI0255;VEN04;SUC04;WhatsApp;Tarjeta Débito;Completada
VTA005754;13/12/2025;FAC-2025-005754;CLI0400;VEN11;SUC05;Web;Efectivo;Completada
VTA005755;26/05/2025;FAC-2025-005755;CLI0576;VEN18;SUC06;Web;Efectivo;Completada
VTA005756;11/12/2025;FAC-2025-005756;CLI0581;VEN08;SUC02;Venta Telefónica;Efectivo;Completada
VTA005757;24/06/2025;FAC-2025-005757;CLI0562;VEN02;SUC02;WhatsApp;Tarjeta Crédito;Completada
VTA005758;15/04/2025;FAC-2025-005758;CLI0175;VEN15;SUC03;WhatsApp;Tarjeta Crédito;Completada
VTA005759;22/09/2025;FAC-2025-005759;CLI0197;VEN05;SUC05;Venta Telefónica;Tarjeta Débito;Completada
VTA005760;26/03/2026;FAC-2026-005760;CLI0009;VEN03;SUC03;Web;Tarjeta Débito;Completada
VTA005761;01/06/2025;FAC-2025-005761;CLI0446;VEN11;SUC05;Web;Efectivo;Completada
VTA005762;09/02/2026;FAC-2026-005762;CLI0248;VEN12;SUC06;Local;Transferencia;Completada
VTA005763;10/03/2025;FAC-2025-005763;CLI0559;VEN07;SUC01;Marketplace;Tarjeta Crédito;Completada
VTA005764;24/02/2026;FAC-2026-005764;CLI0245;VEN17;SUC05;Venta Telefónica;Transferencia;Completada
VTA005765;15/11/2025;FAC-2025-005765;CLI0352;VEN14;SUC02;Web;Efectivo;Completada
VTA005766;15/03/2025;FAC-2025-005766;CLI0537;VEN18;SUC06;WhatsApp;Transferencia;Completada
VTA005767;02/06/2025;FAC-2025-005767;CLI0531;VEN18;SUC06;Venta Telefónica;Tarjeta Crédito;Completada
VTA005768;14/07/2026;FAC-2026-005768;CLI0087;VEN07;SUC01;Local;Tarjeta Débito;Completada
VTA005769;07/05/2026;FAC-2026-005769;CLI0093;VEN12;SUC06;WhatsApp;Tarjeta Crédito;Pendiente
VTA005770;03/12/2025;FAC-2025-005770;CLI0326;VEN08;SUC02;Local;Transferencia;Completada
VTA005771;21/06/2026;FAC-2026-005771;CLI0467;VEN05;SUC05;Marketplace;Efectivo;Completada
VTA005772;09/11/2025;FAC-2025-005772;CLI0126;VEN10;SUC04;Marketplace;Financiación Propia;Completada
VTA005773;14/11/2025;FAC-2025-005773;CLI0050;VEN09;SUC03;Venta Telefónica;Financiación Propia;Completada
VTA005774;14/01/2025;FAC-2025-005774;CLI0119;VEN16;SUC04;Local;Efectivo;Completada
VTA005775;27/09/2025;FAC-2025-005775;CLI0057;VEN18;SUC06;Marketplace;Financiación Propia;Completada
VTA005776;04/07/2026;FAC-2026-005776;CLI0287;VEN16;SUC04;Venta Telefónica;Efectivo;Completada
VTA005777;07/02/2025;FAC-2025-005777;CLI0579;VEN05;SUC05;Venta Telefónica;Tarjeta Crédito;Completada
VTA005778;10/07/2025;FAC-2025-005778;CLI0234;VEN12;SUC06;WhatsApp;Transferencia;Completada
VTA005779;20/05/2026;FAC-2026-005779;CLI0291;VEN18;SUC06;Local;Tarjeta Crédito;Completada
VTA005780;20/02/2026;FAC-2026-005780;CLI0397;VEN02;SUC02;Web;Tarjeta Débito;Completada
VTA005781;14/06/2025;FAC-2025-005781;CLI0530;VEN18;SUC06;WhatsApp;Efectivo;Completada
VTA005782;15/08/2025;FAC-2025-005782;CLI0185;VEN11;SUC05;Web;Transferencia;Completada
VTA005783;28/04/2026;FAC-2026-005783;CLI0473;VEN05;SUC05;Web;Tarjeta Débito;Completada
VTA005784;05/06/2026;FAC-2026-005784;CLI0078;VEN18;SUC06;WhatsApp;Efectivo;Completada
VTA005785;10/01/2026;FAC-2026-005785;CLI0305;VEN06;SUC06;Marketplace;Tarjeta Débito;Completada
VTA005786;18/06/2025;FAC-2025-005786;CLI0338;VEN18;SUC06;Web;Financiación Propia;Completada
VTA005787;17/11/2025;FAC-2025-005787;CLI0594;VEN08;SUC02;Web;Financiación Propia;Completada
VTA005788;24/03/2026;FAC-2026-005788;CLI0040;VEN18;SUC06;WhatsApp;Efectivo;Completada
VTA005789;25/06/2026;FAC-2026-005789;CLI0085;VEN05;SUC05;Marketplace;Financiación Propia;Completada
VTA005790;23/01/2026;FAC-2026-005790;CLI0435;VEN05;SUC05;Web;Tarjeta Débito;Completada
VTA005791;19/07/2026;FAC-2026-005791;CLI0590;VEN18;SUC06;WhatsApp;Transferencia;Completada
VTA005792;31/07/2025;FAC-2025-005792;CLI0259;VEN01;SUC01;Web;Efectivo;Completada
VTA005793;30/04/2025;FAC-2025-005793;CLI0138;VEN16;SUC04;Venta Telefónica;Tarjeta Crédito;Completada
VTA005794;05/05/2025;FAC-2025-005794;CLI0497;VEN08;SUC02;Venta Telefónica;Efectivo;Completada
VTA005795;28/07/2026;FAC-2026-005795;CLI0220;VEN09;SUC03;Venta Telefónica;Transferencia;Completada
VTA005796;05/09/2025;FAC-2025-005796;CLI0073;VEN05;SUC05;Venta Telefónica;Tarjeta Crédito;Completada
VTA005797;18/08/2025;FAC-2025-005797;CLI0409;VEN02;SUC02;Web;Tarjeta Débito;Completada
VTA005798;10/07/2026;FAC-2026-005798;CLI0542;VEN17;SUC05;Local;Efectivo;Completada
VTA005799;24/06/2026;FAC-2026-005799;CLI0567;VEN18;SUC06;Local;Financiación Propia;Completada
VTA005800;09/03/2026;FAC-2026-005800;CLI0260;VEN02;SUC02;Web;Financiación Propia;Completada
VTA005801;07/07/2025;FAC-2025-005801;CLI0307;VEN01;SUC01;Web;Tarjeta Débito;Pendiente
VTA005802;10/03/2025;FAC-2025-005802;CLI0161;VEN09;SUC03;Local;Tarjeta Crédito;Pendiente
VTA005803;21/03/2026;FAC-2026-005803;CLI0060;VEN05;SUC05;Marketplace;Tarjeta Débito;Completada
VTA005804;13/04/2026;FAC-2026-005804;CLI0508;VEN18;SUC06;Local;Efectivo;Completada
VTA005805;08/06/2026;FAC-2026-005805;CLI0513;VEN10;SUC04;Marketplace;Financiación Propia;Completada
VTA005806;07/02/2025;FAC-2025-005806;CLI0224;VEN11;SUC05;Venta Telefónica;Tarjeta Débito;Completada
VTA005807;10/03/2025;FAC-2025-005807;CLI0123;VEN12;SUC06;Local;Tarjeta Débito;Completada
VTA005808;20/10/2025;FAC-2025-005808;CLI0231;VEN05;SUC05;Marketplace;Tarjeta Crédito;Completada
VTA005809;15/07/2026;FAC-2026-005809;CLI0458;VEN03;SUC03;Web;Tarjeta Crédito;Completada
VTA005810;31/10/2025;FAC-2025-005810;CLI0217;VEN05;SUC05;Marketplace;Tarjeta Débito;Completada
VTA005811;31/10/2025;FAC-2025-005811;CLI0103;VEN14;SUC02;Local;Financiación Propia;Completada
