DetalleID;VentaID;ProductoID;Cantidad;PrecioUnitario;DescuentoPct;VentaNeta;CostoTotal;Margen
DET007128-1;VTA007128;PROD0044;1;$ 204.779,48;0,0%;$ 204.779,48;$ 138.314,00;$ 66.465,48
DET007129-1;VTA007129;PROD0041;1;$ 312.069,13;0,0%;$ 312.069,13;$ 201.728,00;$ 110.341,13
DET007130-1;VTA007130;PROD0082;1;$ 89.102,16;5,0%;$ 84.647,05;$ 57.158,00;$ 27.489,05
DET007131-1;VTA007131;PROD0001;1;$ 954.545,34;10,0%;$ 859.090,81;$ 694.325,00;$ 164.765,81
DET007132-1;VTA007132;PROD0048;1;$ 239.700,30;15,0%;$ 203.745,25;$ 155.148,00;$ 48.597,25
DET007133-1;VTA007133;PROD0165;1;$ 1.393.988,61;0,0%;$ 1.393.988,61;$ 885.394,00;$ 508.594,61
DET007134-1;VTA007134;PROD0126;1;$ 76.546,73;5,0%;$ 72.719,39;$ 53.626,00;$ 19.093,39
DET007134-2;VTA007134;PROD0056;2;$ 357.131,56;10,0%;$ 642.836,81;$ 484.972,00;$ 157.864,81
DET007135-1;VTA007135;PROD0127;1;$ 15.352,46;15,0%;$ 13.049,59;$ 11.836,00;$ 1.213,59
DET007136-1;VTA007136;PROD0060;1;$ 203.296,46;0,0%;$ 203.296,46;$ 140.684,00;$ 62.612,46
DET007137-1;VTA007137;PROD0127;2;$ 15.433,72;15,0%;$ 26.237,32;$ 23.672,00;$ 2.565,32
DET007138-1;VTA007138;PROD0173;1;$ 354.046,41;0,0%;$ 354.046,41;$ 246.117,00;$ 107.929,41
DET007138-2;VTA007138;PROD0064;1;$ 549.405,86;0,0%;$ 549.405,86;$ 356.495,00;$ 192.910,86
DET007139-1;VTA007139;PROD0154;3;$ 690.426,64;10,0%;$ 1.864.151,93;$ 1.491.198,00;$ 372.953,93
DET007139-2;VTA007139;PROD0058;1;$ 346.702,47;10,0%;$ 312.032,22;$ 240.456,00;$ 71.576,22
DET007140-1;VTA007140;PROD0158;1;$ 741.500,86;0,0%;$ 741.500,86;$ 532.236,00;$ 209.264,86
DET007140-2;VTA007140;PROD0117;1;$ 18.222,13;5,0%;$ 17.311,02;$ 13.971,00;$ 3.340,02
DET007140-3;VTA007140;PROD0146;1;$ 74.474,53;10,0%;$ 67.027,08;$ 54.157,00;$ 12.870,08
DET007141-1;VTA007141;PROD0081;1;$ 711.753,10;0,0%;$ 711.753,10;$ 479.012,00;$ 232.741,10
DET007142-1;VTA007142;PROD0166;2;$ 238.915,29;0,0%;$ 477.830,58;$ 314.560,00;$ 163.270,58
DET007143-1;VTA007143;PROD0139;1;$ 813.686,56;5,0%;$ 773.002,23;$ 539.983,00;$ 233.019,23
DET007144-1;VTA007144;PROD0159;1;$ 779.010,74;0,0%;$ 779.010,74;$ 535.252,00;$ 243.758,74
DET007145-1;VTA007145;PROD0170;3;$ 266.207,07;0,0%;$ 798.621,21;$ 560.304,00;$ 238.317,21
DET007145-2;VTA007145;PROD0155;3;$ 308.589,74;0,0%;$ 925.769,22;$ 597.591,00;$ 328.178,22
DET007146-1;VTA007146;PROD0027;1;$ 288.213,09;0,0%;$ 288.213,09;$ 222.804,00;$ 65.409,09
DET007147-1;VTA007147;PROD0077;1;$ 332.237,74;15,0%;$ 282.402,08;$ 219.048,00;$ 63.354,08
DET007148-1;VTA007148;PROD0137;1;$ 1.108.512,30;15,0%;$ 942.235,45;$ 714.997,00;$ 227.238,45
DET007148-2;VTA007148;PROD0030;4;$ 430.550,10;10,0%;$ 1.549.980,36;$ 1.240.036,00;$ 309.944,36
DET007149-1;VTA007149;PROD0074;2;$ 543.140,70;5,0%;$ 1.031.967,33;$ 777.690,00;$ 254.277,33
DET007149-2;VTA007149;PROD0076;2;$ 212.129,51;0,0%;$ 424.259,02;$ 273.402,00;$ 150.857,02
DET007150-1;VTA007150;PROD0165;1;$ 1.340.504,82;0,0%;$ 1.340.504,82;$ 885.394,00;$ 455.110,82
DET007151-1;VTA007151;PROD0064;1;$ 536.929,89;0,0%;$ 536.929,89;$ 356.495,00;$ 180.434,89
DET007152-1;VTA007152;PROD0016;1;$ 234.607,57;0,0%;$ 234.607,57;$ 161.694,00;$ 72.913,57
DET007152-2;VTA007152;PROD0110;1;$ 533.258,27;0,0%;$ 533.258,27;$ 410.845,00;$ 122.413,27
DET007153-1;VTA007153;PROD0004;1;$ 894.482,97;10,0%;$ 805.034,67;$ 596.634,00;$ 208.400,67
DET007154-1;VTA007154;PROD0157;1;$ 396.865,35;5,0%;$ 377.022,08;$ 258.927,00;$ 118.095,08
DET007154-2;VTA007154;PROD0092;1;$ 851.675,53;10,0%;$ 766.507,98;$ 641.913,00;$ 124.594,98
DET007154-3;VTA007154;PROD0098;1;$ 723.108,69;5,0%;$ 686.953,26;$ 466.619,00;$ 220.334,26
DET007155-1;VTA007155;PROD0134;2;$ 484.969,92;15,0%;$ 824.448,86;$ 698.270,00;$ 126.178,86
DET007156-1;VTA007156;PROD0176;1;$ 147.321,65;5,0%;$ 139.955,57;$ 110.906,00;$ 29.049,57
DET007157-1;VTA007157;PROD0177;1;$ 696.867,39;0,0%;$ 696.867,39;$ 444.666,00;$ 252.201,39
DET007157-2;VTA007157;PROD0128;1;$ 569.995,41;0,0%;$ 569.995,41;$ 430.197,00;$ 139.798,41
DET007158-1;VTA007158;PROD0053;1;$ 149.912,23;10,0%;$ 134.921,01;$ 92.388,00;$ 42.533,01
DET007159-1;VTA007159;PROD0088;1;$ 138.475,31;10,0%;$ 124.627,78;$ 92.719,00;$ 31.908,78
DET007160-1;VTA007160;PROD0151;1;$ 141.697,35;5,0%;$ 134.612,48;$ 107.564,00;$ 27.048,48
DET007161-1;VTA007161;PROD0089;1;$ 842.965,11;0,0%;$ 842.965,11;$ 544.449,00;$ 298.516,11
DET007162-1;VTA007162;PROD0097;1;$ 354.073,13;5,0%;$ 336.369,47;$ 230.062,00;$ 106.307,47
DET007163-1;VTA007163;PROD0063;2;$ 16.635,83;0,0%;$ 33.271,66;$ 20.814,00;$ 12.457,66
DET007164-1;VTA007164;PROD0090;1;$ 692.610,24;0,0%;$ 692.610,24;$ 485.187,00;$ 207.423,24
DET007164-2;VTA007164;PROD0027;1;$ 282.929,52;0,0%;$ 282.929,52;$ 222.804,00;$ 60.125,52
DET007165-1;VTA007165;PROD0030;1;$ 426.356,72;15,0%;$ 362.403,21;$ 310.009,00;$ 52.394,21
DET007166-1;VTA007166;PROD0124;1;$ 158.422,63;0,0%;$ 158.422,63;$ 123.837,00;$ 34.585,63
DET007166-2;VTA007166;PROD0038;1;$ 42.849,42;5,0%;$ 40.706,95;$ 32.241,00;$ 8.465,95
DET007167-1;VTA007167;PROD0151;1;$ 145.875,55;20,0%;$ 116.700,44;$ 107.564,00;$ 9.136,44
DET007168-1;VTA007168;PROD0045;1;$ 111.329,87;0,0%;$ 111.329,87;$ 77.926,00;$ 33.403,87
DET007169-1;VTA007169;PROD0004;1;$ 917.487,31;15,0%;$ 779.864,21;$ 596.634,00;$ 183.230,21
DET007169-2;VTA007169;PROD0124;1;$ 164.940,41;10,0%;$ 148.446,37;$ 123.837,00;$ 24.609,37
DET007170-1;VTA007170;PROD0032;1;$ 914.130,25;15,0%;$ 777.010,71;$ 589.630,00;$ 187.380,71
DET007170-2;VTA007170;PROD0135;1;$ 39.628,52;15,0%;$ 33.684,24;$ 30.657,00;$ 3.027,24
DET007171-1;VTA007171;PROD0132;1;$ 547.931,42;5,0%;$ 520.534,85;$ 438.168,00;$ 82.366,85
DET007171-2;VTA007171;PROD0140;1;$ 485.989,89;10,0%;$ 437.390,90;$ 340.381,00;$ 97.009,90
DET007172-1;VTA007172;PROD0026;2;$ 894.318,73;0,0%;$ 1.788.637,46;$ 1.221.582,00;$ 567.055,46
DET007172-2;VTA007172;PROD0141;1;$ 133.043,74;0,0%;$ 133.043,74;$ 104.292,00;$ 28.751,74
DET007172-3;VTA007172;PROD0176;1;$ 152.141,82;0,0%;$ 152.141,82;$ 110.906,00;$ 41.235,82
DET007173-1;VTA007173;PROD0171;1;$ 589.611,93;15,0%;$ 501.170,14;$ 453.851,00;$ 47.319,14
DET007173-2;VTA007173;PROD0048;1;$ 230.034,92;10,0%;$ 207.031,43;$ 155.148,00;$ 51.883,43
DET007174-1;VTA007174;PROD0147;1;$ 1.051.293,54;5,0%;$ 998.728,86;$ 675.974,00;$ 322.754,86
DET007174-2;VTA007174;PROD0112;1;$ 55.694,12;10,0%;$ 50.124,71;$ 40.686,00;$ 9.438,71
DET007175-1;VTA007175;PROD0113;2;$ 707.453,89;0,0%;$ 1.414.907,78;$ 1.026.152,00;$ 388.755,78
DET007175-2;VTA007175;PROD0080;3;$ 40.627,03;0,0%;$ 121.881,09;$ 86.547,00;$ 35.334,09
DET007176-1;VTA007176;PROD0109;4;$ 730.772,37;0,0%;$ 2.923.089,48;$ 2.310.504,00;$ 612.585,48
DET007177-1;VTA007177;PROD0155;1;$ 297.444,16;5,0%;$ 282.571,95;$ 199.197,00;$ 83.374,95
DET007178-1;VTA007178;PROD0020;1;$ 514.984,65;0,0%;$ 514.984,65;$ 405.246,00;$ 109.738,65
DET007179-1;VTA007179;PROD0109;3;$ 715.652,38;5,0%;$ 2.039.609,28;$ 1.732.878,00;$ 306.731,28
DET007179-2;VTA007179;PROD0159;1;$ 777.759,48;0,0%;$ 777.759,48;$ 535.252,00;$ 242.507,48
DET007179-3;VTA007179;PROD0032;1;$ 928.443,00;10,0%;$ 835.598,70;$ 589.630,00;$ 245.968,70
DET007180-1;VTA007180;PROD0180;1;$ 1.203.391,21;5,0%;$ 1.143.221,65;$ 869.947,00;$ 273.274,65
DET007180-2;VTA007180;PROD0124;1;$ 164.301,50;0,0%;$ 164.301,50;$ 123.837,00;$ 40.464,50
DET007180-3;VTA007180;PROD0145;2;$ 868.947,24;10,0%;$ 1.564.105,03;$ 1.216.526,00;$ 347.579,03
DET007181-1;VTA007181;PROD0065;1;$ 715.231,40;0,0%;$ 715.231,40;$ 571.581,00;$ 143.650,40
DET007182-1;VTA007182;PROD0143;4;$ 53.975,37;0,0%;$ 215.901,48;$ 143.584,00;$ 72.317,48
DET007182-2;VTA007182;PROD0171;1;$ 617.832,40;10,0%;$ 556.049,16;$ 453.851,00;$ 102.198,16
DET007183-1;VTA007183;PROD0075;1;$ 576.356,45;0,0%;$ 576.356,45;$ 414.909,00;$ 161.447,45
DET007183-2;VTA007183;PROD0154;1;$ 724.022,06;0,0%;$ 724.022,06;$ 497.066,00;$ 226.956,06
DET007183-3;VTA007183;PROD0147;1;$ 1.042.662,60;5,0%;$ 990.529,47;$ 675.974,00;$ 314.555,47
DET007184-1;VTA007184;PROD0053;1;$ 150.809,43;10,0%;$ 135.728,49;$ 92.388,00;$ 43.340,49
DET007185-1;VTA007185;PROD0169;2;$ 106.057,15;10,0%;$ 190.902,87;$ 150.536,00;$ 40.366,87
DET007186-1;VTA007186;PROD0010;1;$ 101.954,27;10,0%;$ 91.758,84;$ 75.474,00;$ 16.284,84
DET007187-1;VTA007187;PROD0073;2;$ 159.529,54;10,0%;$ 287.153,17;$ 199.182,00;$ 87.971,17
DET007188-1;VTA007188;PROD0128;1;$ 577.290,18;0,0%;$ 577.290,18;$ 430.197,00;$ 147.093,18
DET007189-1;VTA007189;PROD0124;3;$ 157.705,89;5,0%;$ 449.461,79;$ 371.511,00;$ 77.950,79
DET007190-1;VTA007190;PROD0127;1;$ 15.768,16;5,0%;$ 14.979,75;$ 11.836,00;$ 3.143,75
DET007191-1;VTA007191;PROD0072;1;$ 813.056,60;0,0%;$ 813.056,60;$ 656.772,00;$ 156.284,60
DET007192-1;VTA007192;PROD0176;1;$ 153.263,83;10,0%;$ 137.937,45;$ 110.906,00;$ 27.031,45
DET007192-2;VTA007192;PROD0126;1;$ 77.951,23;0,0%;$ 77.951,23;$ 53.626,00;$ 24.325,23
DET007193-1;VTA007193;PROD0033;1;$ 99.559,76;0,0%;$ 99.559,76;$ 62.579,00;$ 36.980,76
DET007194-1;VTA007194;PROD0138;1;$ 313.716,70;5,0%;$ 298.030,86;$ 203.575,00;$ 94.455,86
DET007195-1;VTA007195;PROD0078;1;$ 195.777,90;0,0%;$ 195.777,90;$ 131.031,00;$ 64.746,90
DET007195-2;VTA007195;PROD0111;2;$ 212.954,48;5,0%;$ 404.613,51;$ 309.202,00;$ 95.411,51
DET007196-1;VTA007196;PROD0016;1;$ 244.194,76;0,0%;$ 244.194,76;$ 161.694,00;$ 82.500,76
DET007196-2;VTA007196;PROD0175;2;$ 660.144,82;0,0%;$ 1.320.289,64;$ 1.037.062,00;$ 283.227,64
DET007197-1;VTA007197;PROD0100;1;$ 322.449,53;15,0%;$ 274.082,10;$ 250.220,00;$ 23.862,10
DET007197-2;VTA007197;PROD0070;1;$ 357.415,64;0,0%;$ 357.415,64;$ 235.608,00;$ 121.807,64
DET007198-1;VTA007198;PROD0135;2;$ 38.894,15;5,0%;$ 73.898,88;$ 61.314,00;$ 12.584,88
DET007199-1;VTA007199;PROD0137;1;$ 1.127.072,47;0,0%;$ 1.127.072,47;$ 714.997,00;$ 412.075,47
DET007200-1;VTA007200;PROD0145;2;$ 884.994,92;5,0%;$ 1.681.490,35;$ 1.216.526,00;$ 464.964,35
DET007200-2;VTA007200;PROD0170;2;$ 261.624,73;0,0%;$ 523.249,46;$ 373.536,00;$ 149.713,46
DET007201-1;VTA007201;PROD0135;3;$ 41.594,05;10,0%;$ 112.303,94;$ 91.971,00;$ 20.332,94
DET007202-1;VTA007202;PROD0121;4;$ 770.160,89;0,0%;$ 3.080.643,56;$ 2.248.880,00;$ 831.763,56
DET007203-1;VTA007203;PROD0116;1;$ 200.761,25;15,0%;$ 170.647,06;$ 152.602,00;$ 18.045,06
DET007204-1;VTA007204;PROD0006;1;$ 522.491,00;5,0%;$ 496.366,45;$ 404.942,00;$ 91.424,45
DET007204-2;VTA007204;PROD0092;1;$ 794.834,07;5,0%;$ 755.092,37;$ 641.913,00;$ 113.179,37
DET007205-1;VTA007205;PROD0119;1;$ 129.490,82;0,0%;$ 129.490,82;$ 78.568,00;$ 50.922,82
DET007206-1;VTA007206;PROD0152;3;$ 1.080.697,85;5,0%;$ 3.079.988,87;$ 2.032.764,00;$ 1.047.224,87
DET007207-1;VTA007207;PROD0036;1;$ 639.066,53;5,0%;$ 607.113,20;$ 496.749,00;$ 110.364,20
DET007207-2;VTA007207;PROD0100;3;$ 319.822,87;5,0%;$ 911.495,18;$ 750.660,00;$ 160.835,18
DET007208-1;VTA007208;PROD0045;1;$ 109.250,95;5,0%;$ 103.788,40;$ 77.926,00;$ 25.862,40
DET007208-2;VTA007208;PROD0110;2;$ 532.911,33;5,0%;$ 1.012.531,53;$ 821.690,00;$ 190.841,53
DET007209-1;VTA007209;PROD0023;1;$ 1.169.101,38;5,0%;$ 1.110.646,31;$ 865.908,00;$ 244.738,31
DET007209-2;VTA007209;PROD0115;2;$ 111.625,41;0,0%;$ 223.250,82;$ 178.392,00;$ 44.858,82
DET007209-3;VTA007209;PROD0060;1;$ 202.696,64;20,0%;$ 162.157,31;$ 140.684,00;$ 21.473,31
DET007210-1;VTA007210;PROD0085;1;$ 1.070.805,67;10,0%;$ 963.725,10;$ 693.641,00;$ 270.084,10
DET007211-1;VTA007211;PROD0035;1;$ 145.957,21;0,0%;$ 145.957,21;$ 103.762,00;$ 42.195,21
DET007211-2;VTA007211;PROD0090;1;$ 662.812,96;0,0%;$ 662.812,96;$ 485.187,00;$ 177.625,96
DET007212-1;VTA007212;PROD0150;1;$ 1.021.156,18;0,0%;$ 1.021.156,18;$ 724.414,00;$ 296.742,18
DET007212-2;VTA007212;PROD0094;1;$ 102.486,17;0,0%;$ 102.486,17;$ 75.469,00;$ 27.017,17
DET007213-1;VTA007213;PROD0087;1;$ 953.886,02;0,0%;$ 953.886,02;$ 689.150,00;$ 264.736,02
DET007214-1;VTA007214;PROD0176;1;$ 149.847,97;0,0%;$ 149.847,97;$ 110.906,00;$ 38.941,97
DET007214-2;VTA007214;PROD0041;1;$ 324.168,88;10,0%;$ 291.751,99;$ 201.728,00;$ 90.023,99
DET007214-3;VTA007214;PROD0121;1;$ 727.097,80;5,0%;$ 690.742,91;$ 562.220,00;$ 128.522,91
DET007215-1;VTA007215;PROD0153;1;$ 120.201,17;0,0%;$ 120.201,17;$ 78.981,00;$ 41.220,17
DET007215-2;VTA007215;PROD0092;1;$ 846.637,73;5,0%;$ 804.305,84;$ 641.913,00;$ 162.392,84
DET007216-1;VTA007216;PROD0144;2;$ 74.149,74;0,0%;$ 148.299,48;$ 104.854,00;$ 43.445,48
DET007217-1;VTA007217;PROD0040;1;$ 254.512,55;0,0%;$ 254.512,55;$ 182.154,00;$ 72.358,55
DET007218-1;VTA007218;PROD0002;1;$ 1.237.438,86;10,0%;$ 1.113.694,97;$ 862.953,00;$ 250.741,97
DET007219-1;VTA007219;PROD0118;1;$ 99.774,19;15,0%;$ 84.808,06;$ 65.969,00;$ 18.839,06
DET007219-2;VTA007219;PROD0084;1;$ 683.608,31;0,0%;$ 683.608,31;$ 531.420,00;$ 152.188,31
DET007220-1;VTA007220;PROD0175;1;$ 664.191,70;5,0%;$ 630.982,11;$ 518.531,00;$ 112.451,11
DET007220-2;VTA007220;PROD0006;4;$ 509.460,22;5,0%;$ 1.935.948,84;$ 1.619.768,00;$ 316.180,84
DET007221-1;VTA007221;PROD0148;1;$ 70.610,51;0,0%;$ 70.610,51;$ 54.971,00;$ 15.639,51
DET007221-2;VTA007221;PROD0026;1;$ 893.039,85;5,0%;$ 848.387,86;$ 610.791,00;$ 237.596,86
DET007222-1;VTA007222;PROD0083;1;$ 901.960,25;10,0%;$ 811.764,22;$ 592.139,00;$ 219.625,22
DET007223-1;VTA007223;PROD0170;1;$ 254.362,35;0,0%;$ 254.362,35;$ 186.768,00;$ 67.594,35
DET007224-1;VTA007224;PROD0163;1;$ 31.249,47;10,0%;$ 28.124,52;$ 21.953,00;$ 6.171,52
DET007225-1;VTA007225;PROD0081;1;$ 755.553,14;10,0%;$ 679.997,83;$ 479.012,00;$ 200.985,83
DET007226-1;VTA007226;PROD0047;2;$ 392.470,19;5,0%;$ 745.693,36;$ 621.092,00;$ 124.601,36
DET007226-2;VTA007226;PROD0117;1;$ 18.161,21;5,0%;$ 17.253,15;$ 13.971,00;$ 3.282,15
DET007227-1;VTA007227;PROD0121;2;$ 775.894,87;10,0%;$ 1.396.610,77;$ 1.124.440,00;$ 272.170,77
DET007228-1;VTA007228;PROD0144;1;$ 74.221,57;0,0%;$ 0,00;$ 52.427,00;$ 0,00
DET007229-1;VTA007229;PROD0084;1;$ 680.915,58;0,0%;$ 680.915,58;$ 531.420,00;$ 149.495,58
DET007229-2;VTA007229;PROD0074;1;$ 565.167,75;5,0%;$ 536.909,36;$ 388.845,00;$ 148.064,36
DET007230-1;VTA007230;PROD0148;1;$ 73.561,57;0,0%;$ 73.561,57;$ 54.971,00;$ 18.590,57
DET007231-1;VTA007231;PROD0037;1;$ 557.964,98;5,0%;$ 530.066,73;$ 399.021,00;$ 131.045,73
DET007232-1;VTA007232;PROD0037;2;$ 523.828,65;0,0%;$ 1.047.657,30;$ 798.042,00;$ 249.615,30
DET007233-1;VTA007233;PROD0156;1;$ 376.812,29;0,0%;$ 376.812,29;$ 287.610,00;$ 89.202,29
DET007234-1;VTA007234;PROD0122;2;$ 592.783,44;10,0%;$ 1.067.010,19;$ 938.028,00;$ 128.982,19
DET007235-1;VTA007235;PROD0001;1;$ 908.704,89;10,0%;$ 817.834,40;$ 694.325,00;$ 123.509,40
DET007236-1;VTA007236;PROD0105;1;$ 445.674,46;0,0%;$ 445.674,46;$ 296.734,00;$ 148.940,46
DET007236-2;VTA007236;PROD0016;2;$ 228.329,36;10,0%;$ 410.992,85;$ 323.388,00;$ 87.604,85
DET007237-1;VTA007237;PROD0013;1;$ 163.939,33;5,0%;$ 155.742,36;$ 107.638,00;$ 48.104,36
DET007238-1;VTA007238;PROD0045;2;$ 114.389,84;0,0%;$ 228.779,68;$ 155.852,00;$ 72.927,68
DET007238-2;VTA007238;PROD0047;1;$ 377.542,02;5,0%;$ 358.664,92;$ 310.546,00;$ 48.118,92
DET007238-3;VTA007238;PROD0061;1;$ 177.642,92;10,0%;$ 159.878,63;$ 107.318,00;$ 52.560,63
DET007239-1;VTA007239;PROD0090;1;$ 671.220,39;5,0%;$ 637.659,37;$ 485.187,00;$ 152.472,37
DET007240-1;VTA007240;PROD0069;1;$ 86.109,60;0,0%;$ 86.109,60;$ 54.166,00;$ 31.943,60
DET007241-1;VTA007241;PROD0043;1;$ 721.329,83;0,0%;$ 721.329,83;$ 510.789,00;$ 210.540,83
DET007241-2;VTA007241;PROD0099;1;$ 722.198,19;5,0%;$ 686.088,28;$ 570.938,00;$ 115.150,28
DET007242-1;VTA007242;PROD0037;1;$ 534.971,89;10,0%;$ 481.474,70;$ 399.021,00;$ 82.453,70
DET007243-1;VTA007243;PROD0013;1;$ 163.470,52;10,0%;$ 147.123,47;$ 107.638,00;$ 39.485,47
DET007244-1;VTA007244;PROD0058;3;$ 329.579,94;0,0%;$ 988.739,82;$ 721.368,00;$ 267.371,82
DET007245-1;VTA007245;PROD0040;1;$ 246.601,70;5,0%;$ 234.271,61;$ 182.154,00;$ 52.117,61
DET007246-1;VTA007246;PROD0096;4;$ 656.299,52;0,0%;$ 2.625.198,08;$ 1.637.556,00;$ 987.642,08
DET007247-1;VTA007247;PROD0065;1;$ 734.543,61;10,0%;$ 661.089,25;$ 571.581,00;$ 89.508,25
DET007248-1;VTA007248;PROD0101;1;$ 84.809,54;0,0%;$ 0,00;$ 62.974,00;$ 0,00
DET007248-2;VTA007248;PROD0110;2;$ 546.609,42;5,0%;$ 0,00;$ 821.690,00;$ 0,00
DET007249-1;VTA007249;PROD0035;4;$ 155.845,63;0,0%;$ 623.382,52;$ 415.048,00;$ 208.334,52
DET007250-1;VTA007250;PROD0130;1;$ 1.068.649,21;0,0%;$ 1.068.649,21;$ 701.283,00;$ 367.366,21
DET007251-1;VTA007251;PROD0166;1;$ 243.574,36;0,0%;$ 243.574,36;$ 157.280,00;$ 86.294,36
DET007252-1;VTA007252;PROD0054;1;$ 102.960,03;10,0%;$ 92.664,03;$ 70.807,00;$ 21.857,03
DET007253-1;VTA007253;PROD0136;4;$ 384.130,87;10,0%;$ 1.382.871,13;$ 984.880,00;$ 397.991,13
DET007254-1;VTA007254;PROD0012;1;$ 16.943,03;0,0%;$ 16.943,03;$ 11.308,00;$ 5.635,03
DET007255-1;VTA007255;PROD0091;1;$ 544.411,35;5,0%;$ 517.190,78;$ 399.240,00;$ 117.950,78
DET007256-1;VTA007256;PROD0097;4;$ 335.979,51;0,0%;$ 1.343.918,04;$ 920.248,00;$ 423.670,04
DET007256-2;VTA007256;PROD0008;1;$ 218.787,02;0,0%;$ 218.787,02;$ 150.976,00;$ 67.811,02
DET007257-1;VTA007257;PROD0050;1;$ 289.469,72;0,0%;$ 289.469,72;$ 186.033,00;$ 103.436,72
DET007257-2;VTA007257;PROD0014;1;$ 744.303,20;0,0%;$ 744.303,20;$ 494.014,00;$ 250.289,20
DET007258-1;VTA007258;PROD0137;1;$ 1.108.232,29;15,0%;$ 941.997,45;$ 714.997,00;$ 227.000,45
DET007258-2;VTA007258;PROD0043;1;$ 709.440,77;10,0%;$ 638.496,69;$ 510.789,00;$ 127.707,69
DET007259-1;VTA007259;PROD0021;1;$ 1.034.640,40;5,0%;$ 982.908,38;$ 752.620,00;$ 230.288,38
DET007260-1;VTA007260;PROD0029;1;$ 605.431,86;15,0%;$ 514.617,08;$ 481.869,00;$ 32.748,08
DET007260-2;VTA007260;PROD0180;2;$ 1.245.222,95;0,0%;$ 2.490.445,90;$ 1.739.894,00;$ 750.551,90
DET007261-1;VTA007261;PROD0125;1;$ 427.935,85;0,0%;$ 427.935,85;$ 314.817,00;$ 113.118,85
DET007262-1;VTA007262;PROD0046;3;$ 998.455,14;10,0%;$ 2.695.828,88;$ 2.068.566,00;$ 627.262,88
DET007263-1;VTA007263;PROD0016;1;$ 236.821,10;5,0%;$ 224.980,04;$ 161.694,00;$ 63.286,04
DET007264-1;VTA007264;PROD0146;2;$ 72.827,35;0,0%;$ 145.654,70;$ 108.314,00;$ 37.340,70
DET007265-1;VTA007265;PROD0153;1;$ 128.880,27;0,0%;$ 128.880,27;$ 78.981,00;$ 49.899,27
DET007266-1;VTA007266;PROD0033;1;$ 95.080,64;0,0%;$ 95.080,64;$ 62.579,00;$ 32.501,64
DET007266-2;VTA007266;PROD0026;1;$ 870.262,41;5,0%;$ 826.749,29;$ 610.791,00;$ 215.958,29
DET007266-3;VTA007266;PROD0021;2;$ 1.047.142,57;0,0%;$ 2.094.285,14;$ 1.505.240,00;$ 589.045,14
DET007267-1;VTA007267;PROD0167;1;$ 530.845,96;10,0%;$ 477.761,36;$ 380.551,00;$ 97.210,36
DET007268-1;VTA007268;PROD0104;1;$ 720.333,41;0,0%;$ 720.333,41;$ 473.027,00;$ 247.306,41
DET007268-2;VTA007268;PROD0088;1;$ 133.906,45;0,0%;$ 133.906,45;$ 92.719,00;$ 41.187,45
DET007269-1;VTA007269;PROD0075;2;$ 613.154,41;5,0%;$ 1.164.993,38;$ 829.818,00;$ 335.175,38
DET007270-1;VTA007270;PROD0166;2;$ 242.674,76;0,0%;$ 485.349,52;$ 314.560,00;$ 170.789,52
DET007270-2;VTA007270;PROD0162;2;$ 99.569,20;0,0%;$ 199.138,40;$ 136.072,00;$ 63.066,40
DET007271-1;VTA007271;PROD0109;2;$ 752.171,53;0,0%;$ 1.504.343,06;$ 1.155.252,00;$ 349.091,06
DET007272-1;VTA007272;PROD0068;1;$ 742.872,49;0,0%;$ 742.872,49;$ 459.034,00;$ 283.838,49
DET007273-1;VTA007273;PROD0106;1;$ 340.983,09;0,0%;$ 340.983,09;$ 226.030,00;$ 114.953,09
DET007274-1;VTA007274;PROD0067;1;$ 255.496,20;0,0%;$ 255.496,20;$ 181.885,00;$ 73.611,20
DET007275-1;VTA007275;PROD0065;1;$ 695.070,88;0,0%;$ 0,00;$ 571.581,00;$ 0,00
DET007275-2;VTA007275;PROD0066;1;$ 491.580,24;0,0%;$ 0,00;$ 369.460,00;$ 0,00
DET007276-1;VTA007276;PROD0077;1;$ 341.647,11;5,0%;$ 324.564,75;$ 219.048,00;$ 105.516,75
DET007276-2;VTA007276;PROD0087;1;$ 968.694,60;20,0%;$ 774.955,68;$ 689.150,00;$ 85.805,68
DET007277-1;VTA007277;PROD0168;1;$ 204.082,53;0,0%;$ 204.082,53;$ 143.715,00;$ 60.367,53
DET007278-1;VTA007278;PROD0142;1;$ 90.253,67;0,0%;$ 90.253,67;$ 60.200,00;$ 30.053,67
DET007279-1;VTA007279;PROD0113;2;$ 709.099,62;15,0%;$ 1.205.469,35;$ 1.026.152,00;$ 179.317,35
DET007279-2;VTA007279;PROD0058;2;$ 345.296,43;0,0%;$ 690.592,86;$ 480.912,00;$ 209.680,86
DET007280-1;VTA007280;PROD0115;1;$ 114.368,39;0,0%;$ 0,00;$ 89.196,00;$ 0,00
DET007281-1;VTA007281;PROD0137;1;$ 1.175.306,59;0,0%;$ 1.175.306,59;$ 714.997,00;$ 460.309,59
DET007282-1;VTA007282;PROD0103;1;$ 20.404,88;0,0%;$ 20.404,88;$ 12.993,00;$ 7.411,88
DET007283-1;VTA007283;PROD0146;1;$ 75.375,69;0,0%;$ 75.375,69;$ 54.157,00;$ 21.218,69
DET007284-1;VTA007284;PROD0037;1;$ 550.973,53;5,0%;$ 523.424,85;$ 399.021,00;$ 124.403,85
